"track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"0KT6DLAELYSbgfUemzwGPX","Heaven (featuring Do)","DJ Sammy",64,"15UjVcCwrMwAEPzAoVrZ55","Heaven","2002-08-06","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000393,0.152,0.569,137.972,235000
"5unmsMTn84dE2kb3kz4wfe","Around the World (La La La La La) - Radio Version","A Touch Of Class",5,"5Coqq6ulj1Q4EBnDzyuY9l","Smash! Vol. 11","2000-11-24","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.608,0.979,9,-6.184,0,0.0279,0.119,0.000878,0.156,0.653,131.985,215800
"3vV2Gu4JlRaeHfJxg2Z1dk","My Oh My","Aqua",43,"7uYn7ZSrXOVlmITyocZs9F","Aquarium","1997-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.712,0.931,2,-7.742,0,0.0337,0.107,0.00132,0.0819,0.961,132.993,204720
"5Klo65Y9uouLjNVDV3pqh7","Go West - 2003 Remaster","Pet Shop Boys",63,"5IVJbSDDWbGjKbBczyifFl","PopArt - The Hits","2003","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.535,0.951,7,-5.859,1,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304080
"1ohbjkuczl6hEoYEo931PH","Sing Hallelujah!","Dr. Alban",21,"5YPI9qfm2uuMxlq4CEUOFu","One Love (2nd Edition)","1992-05-04","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0167,0.131,0.94,124.713,240933
"1pUFYb9peWkK8m1WCKNRjp","God Is a DJ","Faithless",57,"2Vcq2BbEjHFdfodZ8hlcZL","Forever Faithless - The Greatest Hits (C)","2005-08-30","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.607,0.897,10,-7.468,0,0.0448,0.177,0.885,0.17,0.391,130.549,208507
"5npMYgysWSKOIVXj2szeLn","Vogue - Edit","Madonna",51,"38nngL1nidjNYdHvJ3xJED","I'm Breathless","1990-03-22","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.69,0.817,10,-10.137,0,0.0478,0.0109,0.00276,0.103,0.285,116.211,289560
"6FP4peicCGnib7asns71fs","The Launch - Radio Edit","DJ Jean",53,"2mf2kFapmGUkmAVWvjjzr0","The Launch","1999-02-02","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.739,0.998,11,-5.669,0,0.137,0.0622,0.922,0.266,0.259,136.513,220360
"5WtbtCmPbr8a9TkFSCx7nF","Not over Yet - Perfecto Edit","Grace",20,"3g4niytYg05bBFEApZ1LVs","Digging In The Crates: 1997 Vol. 1","2007-01-30","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.559,0.829,6,-8.149,0,0.0407,0.00496,0.00597,0.05,0.463,130.532,458058
"4cqiLvFRDuV8ClE61eMmZx","Never Alone","2 Brothers On The 4th Floor",55,"3us11hQQJX1JXSIOz98bGG","Dreams","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.697,0.916,8,-4.512,0,0.0592,0.0727,0.000333,0.615,0.767,128.002,252072
"1IWzfq3sLedGQ3fb2hAMBA","Rhythm Is A Dancer","SNAP!",57,"2TrNT4qm7qDIRTUVn9jBW4","The Madman's Return","1992-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.757,0.652,9,-14.916,0,0.0333,0.214,0.257,0.0903,0.862,124.369,332230
"3v1W3lS40jrAyGerzF3igy","Up & Down","Vengaboys",61,"5t02mTYT9ks9sOC1ihea4a","Greatest Hits!","2000","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.79,0.929,6,-9.123,1,0.0671,0.000405,0.648,0.0693,0.894,135.951,241040
"6dugx9WBSS8TDxbKqp9zmj","Scatman's World","Scatman John",54,"2MRWFajfjxfLAF3wwmdv5j","Scatman's World","1995-06-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.703,0.874,11,-10.801,0,0.0566,0.0705,4.84e-06,0.0947,0.939,146.987,225133
"2rTYgHxgcndkUrRoU7x0Sv","Mr. Vain","Culture Beat",54,"4WiN45TcjcmOnnk8ZPzIIO","Serenity","1993-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.676,0.996,9,-7.946,0,0.0397,0.0478,0.262,0.333,0.4,132.871,336840
"0FkLMOUTkSTPSAYkIXQ579","L'amour Toujours (Small Mix)","Gigi D'Agostino",69,"3dvjLo2u1kao2ikKIJa6KP","L'Amour Toujour","2014-05-30","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053
"0nQLxiNGbbUoSGrxksETLm","The Power","SNAP!",59,"40dT7brCvniJawDHpBCE4A","World Power","1990-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.74,0.88,0,-7.693,1,0.0624,0.0434,0.00798,0.341,0.707,108.9,228994
"12N5Qmt5TAs881z17sWUvV","Run To Me","Double You",53,"4FFAbrXcMye0H2wPesW81W","The Blue Album","1994-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.718,0.963,10,-13.968,0,0.0536,0.0352,0.00681,0.101,0.361,129.989,237533
"4RADreHMvMkZwsPgPr9z5c","Rhythm Is A Dancer - 7"" Edit","SNAP!",67,"2TrNT4qm7qDIRTUVn9jBW4","The Madman's Return","1992-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.794,0.745,9,-11.367,0,0.037,0.271,0.00041,0.143,0.706,124.249,225882
"6sT92lWDQbnGNuPlEbygaR","In My Hood","50 Cent",1,"6djlUHJRvmKU4TpgOAhmRA","The Massacre (Ecopac Reissue Explicit)","2005-03-03","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.801,0.72,1,-5.155,1,0.303,0.184,0,0.241,0.492,90.024,230899
"6RUpJeXT6U4SPEafnr9Wr7","Where The Hood At","DMX",66,"0FeqrLI13XnYNY1s414uQd","Grand Champ","2003-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.537,0.948,8,-3.063,1,0.355,0.151,0,0.356,0.792,186.151,286267
"3hQCHzkE5oSA3F1xM8bpcM","Hustlin'","Rick Ross",67,"42T8qfRs7jdpInsSk6nDJk","Port Of Miami","2006-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.502,0.652,9,-7.224,1,0.3,0.0849,0,0.0675,0.649,136.04,254093
"48A3iXuphgaaQ3yoLeV5RJ","We Right Here","DMX",0,"5I7EYZ1edjUbfyY5WR3l9X","The Best Of DMX","2010-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.767,0.678,9,-7.795,1,0.137,0.00731,0,0.314,0.635,92.923,271013
"37HlozQACAXm12NSaZIxF7","No Games","Rick Ross",42,"6nZJ328QRWOjMlvMMWOPGv","No Games","2013-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.759,0.828,8,-4.217,0,0.0532,0.0185,1.66e-06,0.159,0.353,146.58,233427
"2IR9MmoWsguzwzHmdByrQm","So Sophisticated","Rick Ross",1,"3CpAuvSlyfHW17Ff4bbAL8","So Sophisticated","2012-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.688,0.872,2,-4.651,1,0.282,0.029,0,0.571,0.562,76.983,249440
"35gufW50WoHlkh67uYA3bc","Best For You","Lil Muk",48,"39dLAJVK4axhjMi25cOP2L","Best For You","2019-12-13","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.523,0.507,1,-10.144,1,0.309,0.171,0,0.0413,0.316,98.931,186122
"3ekZOKyYPanieZuumAFVHb","Layaway","Alexander Lewis",52,"5N8KJCigy72ODKBg7o09mj","Layaway","2019-11-22","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.809,0.424,1,-8.898,1,0.262,0.0583,0,0.109,0.199,137.991,209955
"7rcZHRL3DrRtAy83R3nZVY","Talk To Me","F$O Dinero",21,"0BFy7NMzHS6LsAOUgSYzD7","Color Money","2019-11-26","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.786,0.612,8,-4.894,1,0.217,0.76,0,0.111,0.513,84.963,181673
"7q8BhxU2ZpUlXqmEy6nKFb","You Tried It","City Girls",62,"5whQ0P8HBzpQHmvKioxbkz","You Tried It","2019-11-27","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.854,0.728,7,-4.01,1,0.298,0.025,0,0.0642,0.616,94.907,126871
"6Uw77XfBxwg7VX6mMdqAmT","ARROGANT AMERiCAN FREESTYLE - REMIX","Riff Raff",48,"7wzqmeAHlPmQBcoEaB8TTg","ARROGANT AMERiCAN FREESTYLE (REMIX)","2020-01-10","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.61,0.959,1,-2.914,0,0.351,0.159,0,0.242,0.683,174.176,350500
"598yNsG1JFrGd4n2kMoz7F","Woah","Lil Baby",88,"393l0NdTr8Rv0hybf4FTxy","Woah","2019-11-08","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,183011
"2iObjOsy2vpsariW4Y7hQg","Costa Rica","Bankrol Hayden",67,"5mBTgXuk68h77WNzdvuOT7","Costa Rica","2020-01-10","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.9,0.482,11,-8.98,0,0.421,0.201,0,0.106,0.68,127.866,114965
"5GO45r4u84nc3QvdoVw4YP","Pinocchio","Ron Suno",64,"4l5NBux1zf3R749CXtbhaa","Pinocchio","2019-11-29","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.863,0.645,3,-10.297,0,0.484,0.523,2.28e-05,0.186,0.763,140.009,125205
"65fnx3Vbi6xdTWzy5zjx5N","Fell In Love","Maredatruth",39,"1c45ffCBiY46QnFfZaKV6t","Fell In Love","2019-11-09","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.901,0.626,7,-7.02,0,0.0669,0.115,0,0.157,0.89,115.043,170059
"40CzF4QRkG1XAYonnuNeVp","Step Harder","Yungeen Ace",65,"5JGPF3Txy3fzkromayVgmX","Step Harder","2019-11-08","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.82,0.65,5,-5.799,0,0.426,0.0182,0,0.115,0.363,155.026,176627
"5YT6EzwPldMABUP2C2mAAz","My Gun Go Off","50 Cent",0,"4BSvr6wzkjv5t76Sw067hI","Curtis","2007-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.632,0.76,7,-4.273,1,0.283,0.0922,1.25e-06,0.146,0.275,84.838,192080
"6MeXp6CHAwZ3FhqgZ9XMha","Jimmy Neutron","ABG Neal",46,"66EE0yt4I46dEPASjM4cis","Cocaine Cowboy","2019-11-20","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.83,0.791,5,-6.841,1,0.362,0.136,0,0.116,0.964,105.264,109367
"7rBc6rDOew4pAoVczLwb3I","Nun 2 Fuck Wit (feat. Young Dolph)","1PLAYY",55,"6jso1vSv2RV8YiCibfbD9N","Nun 2 Fuck Wit (feat. Young Dolph)","2019-12-27","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.874,0.496,5,-5.579,0,0.154,0.0498,0,0.294,0.129,145.977,170962
"2foRfwGVxB9LTnsihcrWiu","Fake Bitches","Justina Valentine",24,"0dkUAkuM4rGnen6NRXo0fi","Fake Bitches","2020-01-14","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.913,0.719,1,-3.536,1,0.21,0.545,0,0.132,0.448,99.99,168200
"0EYZTPdmYkj9Z2q95SepDx","I Smell Pussy","G-Unit",1,"41Ow8QFVL1VL8RIXLoXH9O","Beg For Mercy (Explicit Version)","2003-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.806,0.787,11,-3.005,0,0.216,0.0438,0,0.0644,0.74,89.208,238200
"67jrhonxy8Bgdqs3BxeHZb","Hustle","Billy Marchiafava",60,"3i1iDJ2x5QeWmtHqZVh7JA","Hustle","2019-11-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.792,0.629,11,-7.612,0,0.317,0.255,0,0.055,0.382,119.987,96000
"4x9sU0rsrZZynHpRebIxJs","Gryndin (feat. Young Marco)","Jae Mansa",45,"3i3EleVDqRfrODAj2qVAjG","Gryndin (feat. Young Marco)","2019-11-11","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.618,0.819,8,-2.151,0,0.239,0.291,0,0.0744,0.529,157.218,198845
"4vLRgSxcRmhnhAl9dKb0jl","McQueen","TrifeDrew",59,"3kCfNWxtVZI9UuUXLGv0an","McQueen","2019-11-12","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.688,0.689,10,-5.311,0,0.162,0.018,3.11e-06,0.114,0.578,184.093,156522
"0MO8aVNj5cHI7je07TamaY","I Don't Dance","DMX",56,"3O7cBYpHtUt1vIif1NjMYh","I Don't Dance (feat. Machine Gun Kelly) - Single","2012-08-07","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.695,0.917,1,-5.915,1,0.134,0.156,0,0.124,0.544,103.029,207360
"4EYF6ZVVDS3l2HnRiGXqYN","Downfall","Mikey Polo",38,"1ajjWFYz0VgOeFVaNMDNVB","Downfall","2019-11-20","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.936,0.665,2,-8.128,1,0.148,0.0629,0.000225,0.121,0.681,138.031,172492
"54l1COHmPabpaKkc2LbYar","Trapper of the Year","PashaPG",0,"5DvkxZHscOPKnbmnYIWmOm","Trapper of the Year","2019-05-03","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.65,0.496,10,-10.311,0,0.189,0.0185,0,0.138,0.382,166.002,196994
"3py7p5bZY9Wme45qQDQ0v7","Remember Me","DA Image",34,"1tKatpkIUqyudVvWoBbHZ0","Remember Me","2019-06-11","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.57,0.735,0,-8.041,0,0.187,0.0221,0,0.346,0.735,146.068,184999
"3rnDyg4f2oRsWmXdZVFD1Y","Chase The Money","E-40",63,"5EK2Kc4pKtcVGUM4Dvz2PQ","Practice Makes Paper","2019-07-26","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.893,0.776,11,-5.356,1,0.293,0.00607,0,0.103,0.229,91.987,284439
"2lAOxB26frBq3K9RA3cjS5","Surrounded By Hoes","50 Cent",30,"1yDDElSR4ITRKCXhB3HBBy","50 Cent Is The Future","2006-10-24","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.74,0.614,1,-7.092,0,0.315,0.543,0,0.109,0.813,93.449,130640
"6m37YblnnlJ1x7DfTc3Vj0","Floor Seats","Moxas",48,"4prQPMv85eAvXN7JpbOEWD","Floor Seats","2019-11-08","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.74,0.453,3,-7.828,1,0.121,0.656,8e-05,0.111,0.178,75.992,138158
"47dwmBX3P67PZj8147Oqbd","I Got Swag","50 Cent",0,"38fohN3vTyQ12wwbyF2CsU","Before I Self-Destruct","2009-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.63,0.871,7,-3.553,1,0.326,0.0154,0,0.306,0.509,181.259,214707
"6jJjAgqZ9Nh9NAaPuvDTHm","Old Me","Michael Kraun",35,"1hVwhYS9pqjlscJwrpfWd7","Downtime Pt. 2","2019-11-22","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.751,0.684,8,-3.402,1,0.107,0.179,0,0.12,0.173,110.006,210034
"3HvUqhm69q0l2TUnXRjJfK","Baby By Me","50 Cent",1,"6chlVdn2d2HVgpqfIeWQ4I","Baby By Me (Explicit Version)","2009-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.604,0.9,0,-2.935,0,0.0927,0.0183,0.000151,0.0728,0.422,190.029,215867
"1mUFR57zGeoooGf22RZysa","Outta Control - Remix","50 Cent",1,"6djlUHJRvmKU4TpgOAhmRA","The Massacre (Ecopac Reissue Explicit)","2005-03-03","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.77,0.595,8,-6.004,0,0.256,0.0225,0,0.0936,0.535,91.989,247060
"4ZlAmYFjBTeuegxaC8kvgb","Making Moves","YBS Skola",43,"4MyA2rW1Ybdp9FpC5kkWBY","Making Moves","2019-11-05","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.863,0.53,1,-9.846,1,0.39,0.0611,0,0.0805,0.599,159.948,160500
"6vcIFbbIOVfek0Npl2t1qq","If I Can't","50 Cent",0,"2PiSkRUZWhvID1Cf3ppls4","Get Rich Or Die Tryin' (Explicit Version)","2003-02-06","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.877,0.638,11,-2.537,0,0.333,0.249,0,0.0239,0.836,93.952,196640
"2m6xdtPjzwNtmqGXPsidxl","Close To Me","G-Unit",0,"3Um5njEfYT2NgowD5m0SDV","T.O.S. (Terminate On Sight)","2008-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.73,0.745,1,-3.775,1,0.239,0.0605,0,0.104,0.284,92.004,258307
"4qp6Tw7bIMWezyz2pTNVWm","Communicating","YBS Skola",38,"3BOAsut4UfTeItO2Etx1de","Communicating","2019-10-22","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.858,0.554,0,-8.165,0,0.344,0.0377,0,0.164,0.75,140.011,192000
"2JxeAupAiJdB8I2cieG4rP","Just A Lil Bit","50 Cent",2,"5EHSxToquFltlH2YM64Tie","The Massacre","2005-03-03","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.704,0.683,1,-6.617,1,0.328,0.0326,0.00627,0.336,0.526,96.912,237707
"0ctMHnma5rklnfurOKFXV0","Disco Inferno - Live from Sessions @ AOL","50 Cent",0,"43if2D3fAusXbLRmCwOVq7","Just A Lil Bit (International Version)","2005-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.831,0.549,2,-7.603,0,0.243,0.197,6.83e-06,0.33,0.606,97.041,189939
"09OO7Q2aOnwUA1as7cgiaP","In Da Club","50 Cent",1,"2PiSkRUZWhvID1Cf3ppls4","Get Rich Or Die Tryin' (Explicit Version)","2003-02-06","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.908,0.721,1,-2.761,0,0.316,0.274,0,0.0758,0.767,90.01,193467
"6pEROStfGkIV1sOAeWkUid","Candy Shop","50 Cent",7,"1jbowZlOPLltZHWGditXkI","Candy Shop (International Version)","2005-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.581,0.569,7,-7.978,1,0.43,0.0248,4.94e-05,0.373,0.726,97.927,208655
"4KGMWul1fFHccT8SWhaGYp","A Little More","Moosh & Twist",36,"487GIpv2vpP6VClb7riVfc","A Little More","2019-10-18","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.769,0.776,1,-2.559,0,0.0393,0.0603,0,0.229,0.184,126.077,233838
"4Jp4T5gbCLQzGz545Jb3NY","High All The Time","50 Cent",52,"5G5rgQHzdQnw32SI0WjIo5","Get Rich Or Die Tryin'","2003-02-06","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.66,0.911,11,-1.768,1,0.289,0.0297,0,0.0696,0.501,87.311,269360
"3gPNwPKf0rFbRG9FVxS82Y","Handsome","Rafi Malice",38,"4JRzgzkvcCeytnm9Pfo5SG","Handsome","2019-09-13","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.776,0.574,7,-4.805,1,0.0522,0.305,0,0.365,0.318,90.047,144000
"4Tyv7nnNTHC6mR1pTubIrw","Drop It Like It's Hot","Snoop Dogg",7,"6HvNCIZj3oCfxz0j75HaIZ","Drop It Like It's Hot (International Version)","2004-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.912,0.553,1,-4.716,1,0.205,0.188,0,0.102,0.62,91.991,270467
"7wch5iJo4JFtmrRfPVUBr1","Youth Memories","Fljúga",56,"1iHncXwENs5HdbP4bKM7FC","Youth Memories","2019-08-16","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.678,0.355,11,-10.102,0,0.0354,0.676,0.17,0.0912,0.158,80.982,183648
"2ej6iCFQWQDD7c1DE4lmGq","Eyes Closed","Curren$y",38,"4etacNWehEKEXR9fmFb9B2","Eyes Closed","2019-08-02","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.746,0.693,1,-6.522,0,0.146,0.307,7.87e-06,0.0921,0.672,83.527,138213
"0kntLHZ5xlkNLN6CWPetOK","Collapse - G-Unit Freestyle","G-Unit",0,"1YpEK4FrwMuJHhpCqvRuVg","Beg For Mercy","2003-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.467,0.57,9,-8.026,1,0.4,0.415,0,0.0779,0.434,174.95,97653
"6fjhjCbGxCJJtpyLmGhfYv","Professor the Teacher","Gyyps",32,"3Y1j0sQnLXPNKSd4VZcfsn","Professor the Teacher","2019-08-23","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.722,0.274,8,-11.067,1,0.166,0.565,3.3e-05,0.11,0.19,122.067,157377
"6gQaf0ANLks2uWl2AHhU26","Hate It Or Love It","The Game",47,"0sTdSeeY4Ubzoikhtm66JO","Hate It Or Love It","2005-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.796,0.782,9,-4.805,1,0.21,0.146,0,0.13,0.418,99.978,207440
"39SQnz9u6zd91nZdaPmmJK","Push It","Rick Ross",59,"42T8qfRs7jdpInsSk6nDJk","Port Of Miami","2006-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.66,0.765,7,-7.121,1,0.245,0.227,0,0.376,0.771,151.074,208600
"1OKPQF7iS8TVxY4gwvBZ3n","Poppin' Them Thangs","G-Unit",2,"41Ow8QFVL1VL8RIXLoXH9O","Beg For Mercy (Explicit Version)","2003-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.768,0.806,6,-1.406,0,0.195,0.261,0,0.0785,0.927,88.024,240800
"6yr8GiTHWvFfi4o6Q5ebdT","'Till I Collapse","Eminem",16,"1ftvBBcu7jYIvXyt3JWB8S","The Eminem Show","2002-05-26","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.551,0.851,1,-3.277,1,0.197,0.0748,0,0.0784,0.1,171.411,297893
"5yMZU1xolje7E1xGmezcuj","Cleanin' Out My Closet","Eminem",5,"1ftvBBcu7jYIvXyt3JWB8S","The Eminem Show","2002-05-26","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.908,0.762,9,-4.773,0,0.153,0.0658,0,0.104,0.869,148.016,297933
"2urL6rzs1bdZTtDGvPdYVt","BADU","Phay",27,"41TjRJ2rTbGJYZrsmBoQQW","MOUSA '03","2019-08-09","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.64,0.605,9,-8.263,0,0.184,0.419,0,0.121,0.201,99.775,175200
"1FvOiE8MGWB8MUCAPvro3h","Flowers","Jacob Tillberg",50,"6qUFkYctUITXkByoa80xbi","Flowers","2019-03-24","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.754,0.652,11,-4.924,0,0.0308,0.174,0,0.113,0.474,95.006,192013
"5VRxcsBgrwQj4naQHU2kM6","Westside Story","The Game",2,"0d0QL1mV66wpb9cBvCSF0G","The Documentary","2005","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.876,0.647,11,-3.917,1,0.28,0.16,0,0.238,0.961,86.993,223067
"0j5X6DrzkgY64Mm8NQp5mi","Lose Yourself - Soundtrack Version","Eminem",8,"5fOMATuYQp3StRe5ViADAH","Lose Yourself","2002-11-13","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.69,0.747,2,-4.583,1,0.264,0.00984,0.000685,0.355,0.0703,171.367,326640
"4j8rtQdkL8iXIgaraXjbs4","I Like The Way She Do It","G-Unit",0,"6UKTBg325wt2gMHF1STZdv","T.O.S. (Terminate On Sight)","2008-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.492,0.805,7,-5.425,1,0.329,0.01,0,0.272,0.264,93.694,232600
"1UcVr8cmBFNc7kcRPH7xWd","Boomin","Moosh & Twist",31,"5bHfRDNUGkDO7ZEgJt4tvF","Boomin","2019-08-02","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.825,0.541,10,-5.31,0,0.0599,0.0259,0,0.696,0.151,149.922,180113
"6m3blCKBMVimP5y8bTndD5","Outlaw","50 Cent",0,"0BBAu1NuiVvkE0dbCpPubB","Outlaw","2011-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.64,0.602,2,-7.311,1,0.391,0.0895,0,0.214,0.152,71.852,195907
"3fGn4vhiwSZB6SabYaol81","So Seductive","Tony Yayo",0,"3gOuJvWSrTYXjriX03riUY","Thoughts Of A Predicate Felon","2005-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.569,0.869,8,-3.351,1,0.215,0.216,0,0.0874,0.707,96.07,209862
"0Mr2nNmm3OH8QAT5UGOLbA","Low Low","Kuda",37,"0owy50A3qREV1vbXYiRsys","Low Low","2019-03-21","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.81,0.652,8,-10.595,1,0.186,0.0943,0.000502,0.105,0.607,160.114,218250
"0Zh5U48tZNeAzzLTV1CVBE","Forgot About Dre","Dr. Dre",16,"5csXMdS69VOvh8MjyfwkjB","2001 (Explicit Version)","1999-01-01","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.925,0.737,8,-1.292,1,0.0777,0.092,0,0.169,0.603,133.946,222240
"6zTfkjNNQKcGfjJa5cKTkq","I Just Wanna Say","Weisser Quiff",45,"5orNpgMLNHbo1tnTvdJ24w","I Just Wanna Say","2019-04-10","Gangster Rap","5joQabz9ys3XPGbSx5CaKv","rap","gangster rap",0.669,0.8,3,-5.609,1,0.117,0.358,0,0.241,0.179,105.052,170310
